"Nehraj, kdyz máš v krvi🙈",PatricieBohony
"Zima, velká zima.",Ivar
Krok 4 !,PetrMaurer
"Banner s poznámkama je boží! Budu sem psát samé krásné věci, slibuju. ",Zu
Muhehe,DamianVCechov
Pýřit ani pídit to nebylo. 🤷‍♂️😤,Arch
Po dnešku teda pěním fest!,Roztržitá
"Život je neobratně sestavená hostina, při níž se netrpělivě čeká na předkrm, zatímco kolem přešla v tichu hlavní pečeně Franz Kafka",PolulinaP
"Kapuca na hlavkě, prázdno v ní.",Ivar
"Jsi šikovný, Dami🦄",LucieKpax
Proč já? Proč zrovna já?,DonPandero
Když málo je dost.,Ivar
"Buďme vděčni zato, že existují blbci. Bez nich bychom nemohli vyniknout.",DamianVCechov
"Za co odsoudili Feriho, za to bychom v ‘90 seděli všichni.",Arch
"Výplod chorého mozku nemusí být vždycky nesmysl, protože víme ze zkušenosti, že výplod zdravého mozku se často projeví co neskonalá blbost.“  Jan Werich",PolulinaP
🤦🏻‍♀️,klara_kafkova
Jsem tatar 🙈🤣,JohnAngel_47
Já celej život šetřim. Já si utrhuju od huby. Já se na to ... ,DonPandero
L* a* b*,Zu
"Některá slova jsou tak zřejmá, že je slozité na ně přijít.",JStudynka
Co bych viděl v zrcadle z Erisedu?,Ivar
Ještě jednou děkuji 😘😁,klara_kafkova
jsem pomalý šneček,Roztržitá
Více píce republice.,JStudynka
Cokoliv poetického,Zu
"Budu zpívat budu hrát, protože jsem kamarád.",Ivar
:-),Zu
Středa twl 🙈,Arch
"Proc? Proc mi zas nikdo nerekl, ze je streda??",PatricieBohony
"Krátká poznámka. Poetická, pochopitelně. ",Zu
Nebo to byl posun?🤨🙄,PatricieBohony
Je mi trapně 🙄,PolulinaP
Maminko a tatínku koupíme si bedýnku. ,Ivar
Dělejte si děti. ☝️😁,Arch
"Pod vedením ideálů Vladimíra Iljiče, dovedem tuhle zemi tak akorát do ****!",Zu
"Kdo si hraje, nezlobí.",DamianVCechov
Hladový sere sytého.,Ivar
Nic mě nepadá🤩,LucieKpax
"Špatní lidé se rodí z těch, kteří si myslí, že jsou lepší; jen zřídkakdy však povstávají z těch, kteří jsou dobří.",Ivar
Moje poznámky se skoro nikdy neobjevují :-(,Zu
🦊🦊🦊,DamianVCechov
Mám vás ráda a tak vám kreslím hezké obrázky!,Roztržitá
Krásně kvetou a voní šeříky. ,Zu
Sami sebe vaporizovat. Lákavá myšlenka.,Ivar
Štěstí berou mnozí jako zaslouženou odměnu. A přitom měli jen štěstí.,Ivar
E=mc²,DamianVCechov
Žeby bedna🙀,PolulinaP
😤😤😤,JStudynka
Načínám druhé stokusové balení smrkáčků a chci umřít.,Ivar
Čarodějnice!,Zu
Kde dlíš? ,DamianVCechov
Děkují🦄,LucieKpax
"Mno, myslím si skromně, že jsem nevybrala ta nejhorší slova 😎",PolulinaP
Ani ti nejmoudřejší nedohlédnou do všech konců.,Ivar
Tak tentokrat byla středeční slova naprosto vynikající. ,Zu
"Není důležité vyhrát, ale pocit je to dobrý.😁",DamianVCechov
Dami a Duha jsou jedničky🫶,LucieKpax
Už je zase středa????🤨🙄,PatricieBohony
Oddech,Ivar
"Taky jsem se na to mohla vysrat, žejo 😂",PolulinaP
"To jsou nekdy slova, vážně 🤪",Zu
Vrrrrrrrrrrrrrrrrrrrrrrrrr,Arch
Stále čekám,DamianVCechov
Klidný střed tabulky je můj cíl!,JStudynka
A odteď se budu opravdu učit. Slibuju. ,Zu
Koláčky a cigáro - bude dobře nastálo.,Ivar
Nemám rád lidi.,DamianVCechov
"Můj sen, vlastnit antikvariát, dostal trhlinu.",Ivar
"Odraz, doraz, tvl.  PODRAZ",Zu
May the fourth be with you!,NocniDuha
Je mi smutno.,DamianVCechov
"Drink, drank, drunk… Nevšímejte si mě…",Arch
Plány revanšistů zhatí naši vepři boubelatí!,Ivar
Na Havrana to stačí 😀,JStudynka
Za vše můžu já. ,DamianVCechov
" No, dnešní slovo mě nepotěšilo. Jdu si nalít něco k pití. ",Zu
Coby abstinent jsem dnes opravdu znevýhodněna!,Roztržitá
Jak říkám - dobrý den!,Ivar
Tak dneska to nestačí ani na havrana. ,Zu
Už se to blíží ,DamianVCechov
"Až budu mít v bance peněz jak želez, ou peněz jak želez, zajedu si lodí do Los Angeles.",Ivar
Elon je zadní půlka vola,DamianVCechov
Postřeh! ,Zu
Dneska by to šlo 😉,PatricieBohony
Arch - mrtvola.,JStudynka
Toto neni spam!,LucieKpax
"Vztávej semínko holala, bude z tebe fiala",Ivar
"Tak tudy ne, přátelé ☝️🤪",PolulinaP
Jídlo - dobrý slovo,Zu
ech,DamianVCechov
"Kdo způsobil,,že i náčelník vydával tak zvrácené rozkazy? 🧐",Arch
Arch  - mrtvola 😤🤬,JStudynka
Všechny krmim a sama pádluju😛,PatricieBohony
Lux Aeterna,Ivar
Který blbec to slovo vymyslel? 🤯,PolulinaP
Drink a chipsy. Tvl 🤦🏻‍♀️,Zu
Milujte mě a množte mě!,Arch
"Příště přijdu, až se budou hádat zase česká slova 🤦🏻‍♀️",klara_kafkova
No toto 🤨,PatricieBohony
"Vypadá to, že inputy jsou ošetřeny proti XSS :-)",3000Promluvil
Milujte mě a množte mě!,Arch
nic,Ivar
Milujme mě a množme mě! ,Arch
"Jedná dvě, jedna dvě, trubka si jde pro tebe 😁",Roztržitá
... půlnoc smrti hvězda mého obzoru ...,Ivar
Dnešní (tj. 11. 5. 2024) ostružiny z LIDLu jsou naprosto luxusní. 💜👌,NocniDuha
👋,Zu
Nejsme tady sami.,DamianVCechov
Naše životy jsou truchlivé jak pláč,Ivar
Taková slova zásadně odmítám.,JStudynka
Jednou k večeru šel z herny mladý hráč,Ivar
"Toto je třeba poznámka, která se ukáže ve fialovém banneru. ",Zu
Kdo je Árčí? 😛 A co to je banner? 🙈,Arch
Když je to normální české slovo tak to jde.,JStudynka
Wow👍,LucieKpax
... venku sněžilo nad monstrancemi barů ...,Ivar
Děkujeme za další zlepšováčky ❤️❤️,PolulinaP
Vy jste hračička 😉 super!! ❤️,TonyV
"Dami, já tě žeru. Moc pěkně to děláš! ",Zu
To jsou mi manýry 😁,DamianVCechov
"Damiane, já ti tleskám. Jsi borec!",PatricieBohony
"To jsou mi ale manýry, taková slova.",michal_recz
:-),3000Promluvil
Ty jsi tak šikovný. 🥰,Arch
Odmítám hrát dle zlomyslně vymyšlených slov. ,NocniDuha
... vzduch byl vlhký neboť chýlilo se k jaru ...,Ivar
Milimetre schádzali! 🤦‍♂️,Arch
Kill him.,JStudynka
Árčík mě nedostal 😋,PolulinaP
"Zabít, zabít, zabít, zabít, zabí*, zab**, za***, z****, *****",Zu
"Damiáne, já tě miluju 😘",Roztržitá
"Závěr, závěs, závěť, závěJJJJJ  MILUJU ČEŠTINU!!!",Buresova_M
Viva la revolución! ,Ivar
Damiáne jsi boží!,Roztržitá
"Teda, vy jste ale srabi! Výběr středečních slov se vám nelíbil, ale všichni jste je odehráli. 🙈 To je houby rebelie! ",NocniDuha
Překlepy 🤯,Zu
Ty ikonky 😍👌,PolulinaP
A vůbec - druhý pokus o zapsání.,Ivar
Cibulové kroužky,Zu
Nechci fajfku! 😱,Arch
😁,michal_recz
Krutibrko!,Ivar
"Teď, v květnu?",JStudynka
Práce šlechtí. ☝️,Arch
Cokoliv poetického. ,Zu
"Těžká zimní bunda opraná a schovaná, takže ... zima skončila!",Ivar
"„Nedělej jinému, co Ti nemilo! Jedině – že by se mu to líbilo!“ S.J. Lec",DamianVCechov
"Nevim, jestli sem se nezapsala dvakrat. Taky jsem roztržitá.",Zu
Rozbalte červený koberec!🙂,PatricieBohony
"Nu což, všechno je jednou poprvé.",Ivar
Magie je věda jako každá jiná. Chybějící článek v teorii všeho.,DamianVCechov
Neznám🫣,LucieKpax
Uffff 🤪,PolulinaP
Aero mouse - co je to?,Ivar
Dali by mi úvěr na povinné ručení?🤔,DamianVCechov
"Metan, oktan, satan, hrtan...já se na to můžu......🙄",PatricieBohony
Nehraju🤯,LucieKpax
"Ano i ne, nástěnkář to rozsoudí.",Ivar
"Archu, ty bídáku!",PatricieBohony
Neostýchejte se mi nalít čistého vína. ,DamianVCechov
Středeční soutěž sucks (SSS),Zu
"Nesundávej kalhoty,, když brod je ještě daleko.",Arch
Tak tohle jsem netrefila. 🤪,PolulinaP
"Dnes přijel tatínek z polepšovny, ale zuby netrhal.",Ivar
Zítra jdu k zubaři! Kdo mi pomůže? Kdo mě ochrání? Hlavně před tou jeho fakturou!😱,DamianVCechov
Hrobníkovi z lopaty to je důvod zpívati.,Ivar
Který kujón to vymyslel?!?!🤔,PatricieBohony
Zásadně proti takovému slovu protestuji. Zásadně. ,Zu
Zoubky mám jak hvězdičky. Žluté a daleko od sebe.,DamianVCechov
"Jasně, že se to správně píše s dlouhým Ó 😃",klara_kafkova
"Damiáne, tohle je boží prostor pro luštitele! 😘",Roztržitá
We must all face the choice between what is right and what is easy. ,Zu
Šupitoprestopronto,DamianVCechov
To se nemohli normálně vyčůrat?,JStudynka
To je teda mizérie zase 😡,Roztržitá
Dnes držíme tlapky 🤗,PolulinaP
Hraje kromě Ovečky a mě ještě někdo v A kategorii nebo tu máme jen samé B?,Ivar
†,DamianVCechov
Zas tady :-),3000Promluvil
Mistři 💪🤗,PolulinaP
Vždyť jdu až ve čtvrtek.,Ivar
Je pondělí. ,Zu
😈,DamianVCechov
Tenhle týden není mým týdnem.,Ivar
"""Nové lži se poslouchají lépe než staré pravdy."" A. P. Čechov ",PolulinaP
Jo❤️,LucieKpax
"From hero, to zero 🤨",JStudynka
Hádané slovo slušně reflektuje dnešní den. ,Zu
To zas byla jízda 🙈,PatricieBohony
"Nafta, do čeho ji naleji?",Ivar
"Vím, že už jsem trapná, ale fakt to nedělám schválně 🙏",Roztržitá
Mám vymyšlený slova na příští středu. 🫣,Zu
Mám to s vámi kříž.😎,DamianVCechov
"Jak poetické, když jsem dnes zkoumal FVE :D",michal_recz
K čemu mi sekyrka? K hovnu!,Ivar
Čtvrtky jsou depresivní. ,Zu
Tvary jednoho slova ... fuj.,Ivar
Tralaláček,DamianVCechov
Lucerna here👍,LucieKpax
I am fucking good king!,Ivar
Dneska budu milá na Damiana. ,Zu
"Kdybych já tu školu nelajdal, kde já mohl bejt.",Ivar
🫣,LucieKpax
"Včera dogma, dneska tohle. ",Zu
Nejmíň 5 vteřin jsem ztratil hledáním “X”… 🙈,Arch
Nejsem žádným prorokem.,Ivar
Chjo,DamianVCechov
Miluju červen,Zu
Kytky. ,Zu
Mrcha jedna!,PatricieBohony
I čtvrtek může být krásný,Zu
Takže pářit to nebylo🤣,LucieKpax
Pábitel pábí.,Ivar
Damian je nejlepší. ☝️,Arch
Liščí smyčku umím!,Ivar
dnes jsem to prováhala ,Zu
Marionetáááá.,Ivar
"To napětí je strašné. Doufám, že potrvá. ",Zu
Já moc plaču 😭😭😭,JStudynka
Nejsem si jistá tím slovem 😇,PolulinaP
Čeládko nezdárná!,DamianVCechov
Tmou,Ivar
😤😤😤😤😤,Arch
🐑🐑🐑🐑🐑🐑🐑,Zu
"Lidi, jak to děláte?",DamianVCechov
Tak dneska slova vybirat nebudu.,Zu
"Raději jsem neměla ten román, raději jsem neměla ho číst... snad ani list",DamianVCechov
"Taková smůla, taková veliká smůla!",Roztržitá
Poznámka ve fialovém banneru. ,Zu
Co to je zas za slovo? 🤦‍♂️,JStudynka
Dnešní slovo si já spokuji s mužským rodem ☝️🤔,PolulinaP
Úplně peckovní slova,DamianVCechov
Skvělý výběr slov 😅😅,PolulinaP
Dnes opravdu nemám slov!!!,Roztržitá
"Nebylo zábavnější hrát podle KOKOT, KOKON, KOKOS?",Arch
Velice originální 🤭,PatricieBohony
Sobý hnusec,Zu
"Bye, bye 👋",JStudynka
Bludička láka na červené světýlko. Nenech se nalákat.,Ivar
Nešťourejte do bodování,Zu
Pičovina dnes fakt už,LucieKpax
Taková sprostosť!😱,PatricieBohony
"moje první, díky Zu za omylem doporučení, snad s váma budu hrát pravidelně, píšu si to do kalendáře :) twitter MarianSamal",mariansam
Želvička,Zu
yeeeyy,mariansam
🤦‍♀️🤦🤦‍♂️,drQuarz
"Ano, dnes vyhraju!",Ivar
👨‍⚕️ > 🐦‍⬛,drQuarz
Fotbal,Zu
Už jsem byl.,Ivar
hihi,mariansam
"""Brány své věznice si nese každý člověk sobě"" J. P. Sartre",PolulinaP
Nebylo tady tohle slovo tak pred měsícem? ,Zu
Mělo to být točit☝️,LucieKpax
pis on jú tú!,drQuarz
Dneska by to šlo 😏,klara_kafkova
mám přehřátý mozek,PolulinaP
Postřeh! ,Zu
Jupiiii! Je pátek 😊,PatricieBohony
Muška,Ivar
Dnes to na bednu nebude.🫠,klara_kafkova
Tak na bednu to dnes nevypadá,PolulinaP
170716011622010515120512,Ivar
"Kobra nebo korba, jedno z toho. ",Zu
Tak co? ,Zu
26011434072407162824121619161528291226,Ivar
3407 ...,Ivar
Pondělí,Zu
Není žlutá jako zelená,TonyV
Mám clonu na mozku :( fňuk,Roztržitá
jsem čistokrevný debil,PolulinaP
Svině jedny🤨,PatricieBohony
Navrhuji Antonína rituálně obětovat.,Ivar
Středeční výzva sucks,Zu
To je slovo do pranice! ,Ivar
"Všimli jste si, že čtvrtky tak nějak determinují týden? Dobrý čtvrtek = dobrý týden. No, tak tento to nebyl.",Zu
"Zkusím ti poslat nějakou kačku na kafe. Jestli mi to půjde stejně dobře jako hádání, tak se snad někdy dočkáš. 😂",klara_kafkova
zaživa,Ivar
Prázdniny!,Zu
Vrrr,Ivar
Prázdniny!,Zu
Podvóóód,Ivar
Dneska nemám poetickou poznámku. ,Zu
"dnes jsem byla u žubaže, to mě omlouvá ",PolulinaP
Dnes jsem vykadil jedno z největších hovínek mého života. Za co si zasloužíte pochvalu Vy?,Ivar
s takovými slovy ať se jdou vycpat,PolulinaP
Souboj :-),Zu
Od desíti k pěti ☹️,Roztržitá
"Brum, brum,brum, brum - nejdemi to do kebule; brum,brum, brum, brum - nejde mi to na rozum.",Ivar
hanba mě fackuje,PolulinaP
moje poznámky se nepromítají 📽️,drQuarz
"Přijel bratr, přijelo dřevo - výborné načasování, jářku, výborné.",Ivar
Poznámka ,DamianVCechov
"Damiáne, já jsem tak ráda, že už to nemusím zadávat ručně! Když jsem úplně vyšťavená 😁Děkuju, děkuju, děkuju!",Roztržitá
"Peníze, furt jenom peníze. Každý kdo to uhádl v řádu nižších desítek vteřin je mamonář!",Ivar
yessss!,PolulinaP
Future hovno,Ivar
👨‍⚕️ > 🐦‍⬛,drQuarz
Akce - to je moje!,Ivar
Játra,Zu
To jsem nečekal ,DamianVCechov
"Pondělí, zase ponděli",Zu
To byla ale blbost☝️,LucieKpax
"Dobrá slova, Damiane.",Ivar
Zabitá hra… 🤷‍♂️,Arch
Šedý,Zu
"Mám rychlý mozek, ale pomalé prsty. ☹️",NocniDuha
super slova :) ,PolulinaP
Dnešní slovo je skutečně děs! ,Zu
Hm.,Ivar
A přitom ho miluji.,Ivar
Červený i černý,Zu
To já rád.,Ivar
"To je tak když spěchám a chci to stihnout před fotbalem, fix.",Ivar
Chyba,Ivar
To není🤯,LucieKpax
I am King!,Ivar
to byl zase výkon,PolulinaP
Vrrr,Ivar
"Infinitiv, infinitiv, infinitiv!",Zu
Tento způsob léta zdá se mi poněkud nešťastným,DamianVCechov
Vrrr,Ivar
"Ano, lze dát 3x písmenko na špatnou pozici.",Ivar
Poznámky nám nějak chátrají...,DamianVCechov
Štípla mě včela.,Zu
"Nový týden, staré výsledky",Ivar
Já su tak šťastné!,Ivar
Postav třeba zeď ,DamianVCechov
Svině tabulky 🫠,DamianVCechov
Navy a stříbrná,Zu
Konec dovolené,Zu
"Poznámky, poznámky, všem Vám rozdám poznámky!",DamianVCechov
Jak jako nefunguje?,Ivar
Zatracený překlepy,Zu
Pche.,JStudynka
Tak snad to bude fungovat,DamianVCechov
Juch!,Ivar
Zatracený překlepy,Zu
Morie,Ivar
"To jste mi nemohli říct, že už je středa :-/",Buresova_M
Jak ve starém Řecku.,DamianVCechov
Už je srpen,Zu
Mrfly.,JStudynka
"Dnes to byl neúspěšný souboj se žlutými čtverečky, najít co nejvíce nesprávných slov se správnými písmeny. 🙈😭",NocniDuha
Zdenda saje,drQuarz
Všechno je pičou ke zdi.,Ivar
Moje nervy😜,LucieKpax
Uf. ,Zu
?,Ivar
Mám tu vzkaz pro Zbyňďu:    https://lustitele.chytrak.cz/ivar.php,DamianVCechov
"Damiane, děkuji Ti. Je to moc hezké. Havran i kráká, jsi velmi šikovný hoch. Ještě jednou díky.",Ivar
Já su tady nešťastnej a každýmu je to jedno.,JStudynka
zbyňďa trucuje,drQuarz
"To jsem rád, Zbyňku 😉",DamianVCechov
D - potěšení je na mé straně. Q - ale kdeže. JS - to už se tak stává.,Ivar
"Zbyňku, určitě Ti chybíme stejně jako Ty nám, užívej léta a opatruj se :)",PolulinaP
Mazec 🤯,JStudynka
P taky si užívejte zbytek prázdnin.,Ivar
Kurva jedna.,JStudynka
Společnice,DamianVCechov
Chybí mi tu instantní moudrosti.,Roztržitá
"Zbyňku! 73,4! ",Zu
Zu - gratuluji. Vytrvej. ,Ivar
Damian je tabulek král!😘,PatricieBohony
"Děkuju, Páťo. Všichni jste bombastičtí! 😘",DamianVCechov
Moje nervy🫶,LucieKpax
"Zbyňku, posílám velkou gratulaci ke zlatu ",DamianVCechov
Rozporuplné pocity.,Zu
D - děkuji.,Ivar
Dami je hvězda❤️,LucieKpax
"Věřte Lucí, Dami je hvězda 🌟 😎",DamianVCechov
Datel je šplhavec a má dva vratiprsty.,JStudynka
"Láska je slepá, ale sousedky nikdy!",Zu
"Zbyňku, výkon je poměr bodů za čas. Čím víc bodů nasbíráš za kratší čas se tady ukáže. 
A účast je ten čas v procentech vůči ostatním. Všichni dohromady v každém období mají 100% účast.🤗 
Jsou to jen hodnoty pro přesnější srovnávání mezi sebou. 🙂",DamianVCechov
"Damiane, co znamenájí kolonky účast a výkon?",Ivar
Jak má mít člověk nějakou motivaci? ,Zu
"Tak to nechápu, ale to neva. Nejlepší by byl průměr umístění, 
to by bylo nejvíc vypovídající. Jednou druhý, jednou sedmý
a jednou dvanáctý = 21:3 = Ø umístění 7. Od 6. do 20. je to 
za stejné body což to bodování devalvuje. Ale záleží co na to ostatní.",Ivar
"Budu nad tím uvažovat, Zbyňku. Nápad to není vůbec zlý. Co dím zlý... 
však je úplně skvělý. A taky nám budu muset vymyslet lepší
dorozumívací kanál. 😃",DamianVCechov
Zetor! ,Zu
"Nikdo neprotestuje, hlavně Zuzka ne, takže bych to bral za schválené. Upřednostnil bych to i před bodováním.",Ivar
Na damian@lustitele.chytrak.cz jsem ti poslal e-mail neb tu se mi to brání kvůli délce.  :-),Ivar
"Přísahám, že jsem nepodváděl!",Ivar
"neuvěřitelné :)))) a Zbyňku, nevymýšlej kraviny a vrať se!! ",PolulinaP
Hawk tuah!,JStudynka
Damián je Bůh!,Roztržitá
Norma. Prý norma. ,Zu
Já flákal se tam s kvérem.,Ivar
ještě 2 týdny prázdnin,Zu
Ještěže nebyly tři.,Ivar
🙈,Zu
WTF Ségra,LucieKpax
"Lalala-láá, lalala-láá",DamianVCechov
Vedro je vedro je peklo já umřu a v nebi mi bude konečně chladno až na dno oceánu se podívám a vdechnu myšlenku na dálku tam co padá a bouří a ve stínu kouří maličký oheň je konec je konec.,Roztržitá
Poeticky prší,Zu
Šelma.,Ivar
"Zbyňku, pořád Tě vyhlížím! Opatruj se a vylez z nory! :)",PolulinaP
Na brambory **** pes!,Roztržitá
To je složitý se zapsat 🤦🏻,DonPandero
"Mistr Jmenovač, tak mě nazývají.",Ivar
Frekvenční analýza,Zu
uzávěrka špatná,drQuarz
Ten by mi ještě scházel.,Ivar
